Taxonomic_ID,File_name,True_reads
205042,Acacia_reads_Spiked.fq,4405
7460,Apis_mellifera_associated_microvirus_Spiked.fq,147
2494788,Apis_mellifera_filamentous_virus_reads_Spiked.fq,6249
1100043,Apis_mellifera_genomovirus_reads_Spiked.fq,44
2563837,Apis_mellifera_reads_Spiked.fq,1845
4686,Asparagus_reads_Spiked.fq,3098
1423,Bacillus_subtilis_reads_Spiked.fq,13206
1686310,Bartonella_reads_Spiked.fq,11018
1684,Bifidobacterium_asteroides_Spiked.fq,1655
1691,Bifidobacterium_indicum_Spiked.fq,5452
30195,Bombus_reads_Spiked.fq,7395
69181,Brassica_cretica_Spiked.fq,2118
3711,Brassica_rapa_reads_Spiked.fq,1318
138072,Candidatus_hamiltonella_Spiked.fq,2185
3055,Chlamydomonas_reads_Spiked.fq,2224
2708,Citrus_limon_Spiked.fq,509
2711,Citrus_sinensis_reads_Spiked.fq,45322
479936,Comensalibacter_intestini_Spiked.fq,1565
204038,Dickeya_dadantii_reads_Spiked.fq,4744
562,Escherichia_coli_reads_Spiked.fq,2898
3467,Eschscholzia_reads_Spiked.fq,641
1267021,Frischella_reads_Spiked.fq,2033
7137,Galleria_mellonella_reads_Spiked.fq,15591
1196095,Gilliamella_apicola_reads_Spiked.fq,1980
1908521,Gilliamella_bombi_reads_Spiked.fq,337
1798183,Gilliamella_intestini_reads_Spiked.fq,8028
442,Gluconobacter_reads_Spiked.fq,240
9606,Homo_sapiens_reads_Spiked.fq,2561
1218506,Lactobacillus_kimbladii_reads_Spiked.fq,8299
148814,Lactobacillus_kunkeii_reads_Spiked.fq,15282
1218492,Lactobacillus_mellifer_reads_Spiked.fq,1695
1218508,Lactobacillus_mellis_reads_Spiked.fq,6844
3871,Lupinus_angustifolius_reads_Spiked.fq,6076
3750,Malus_reads_Spiked.fq,1198
66812,Medicago_cretacea_reads_Spiked.fq,785
3880,Medicago_truncatula_reads_Spiked.fq,730
35231,Nosema_apis_reads_Spiked.fq,11113
40302,Nosema_ceranae_reads_Spiked.fq,18220
46240,Paenibacillus_apiarius_reads_Spiked.fq,437
1792174,Paenibacillus_apis_reads_Spiked.fq,1
1792175,Paenibacillus_intestini_reads_Spiked.fq,12
22694,Papaver_orientale_reads_Spiked.fq,376
3469,Papaver_somniferum_reads_Spiked.fq,2045
1510841,Parasaccharibacter_apium_reads-t_Spiked.fq,258
4102,Petunia_reads_Spiked.fq,983
3349,Pinus_sylvestris_reads_Spiked.fq,79
3352,Pinus_taeda_reads_Spiked.fq,845
584,Proteus_mirabilis_reads_Spiked.fq,12913
3755,Prunus_dulcis_reads_Spiked.fq,1359
3760,Prunus_persica_reads_Spiked.fq,1898
225117,Pyrus_reads_Spiked.fq,1834
42906,Serratia_entomophila_reads_Spiked.fq,492
615,Serratia_marcescens_reads_Spiked.fq,6437
138074,Serratia_symbiotica_reads_Spiked.fq,466
382,Sinorhizobium_reads_Spiked.fq,419
1196083,Snodgrassella_reads_Spiked.fq,3208
1239307,Sodalis_reads_Spiked.fq,3240
1282,Staphylococcus_epidermidis_reads_Spiked.fq,3252
3641,Theobroma_reads_Spiked.fq,4458
252130,Uruburuella_reads_Spiked.fq,4986
109461,Varroa_destructor_reads_Spiked.fq,434
62625,Varroa_jacobsoni_reads_Spiked.fq,3355
1475057,Vespula_reads_Spiked.fq,280
4577,Zea_reads_Spiked.fq,40380
