Taxonomic_ID,File_name,True_reads
205042,Acacia_reads_Spiked.fq,16459
7460,Apis_mellifera_associated_microvirus_Spiked.fq,596
2494788,Apis_mellifera_filamentous_virus_reads_Spiked.fq,31133
1100043,Apis_mellifera_genomovirus_reads_Spiked.fq,226
2563837,Apis_mellifera_reads_Spiked.fq,7188
4686,Asparagus_reads_Spiked.fq,8227
1423,Bacillus_subtilis_reads_Spiked.fq,52909
1686310,Bartonella_reads_Spiked.fq,4609
1684,Bifidobacterium_asteroides_Spiked.fq,6809
1691,Bifidobacterium_indicum_Spiked.fq,21771
30195,Bombus_reads_Spiked.fq,13218
69181,Brassica_cretica_Spiked.fq,4974
3711,Brassica_rapa_reads_Spiked.fq,2056
138072,Candidatus_hamiltonella_Spiked.fq,10940
3055,Chlamydomonas_reads_Spiked.fq,5119
2708,Citrus_limon_Spiked.fq,2029
2711,Citrus_sinensis_reads_Spiked.fq,189049
479936,Comensalibacter_intestini_Spiked.fq,9357
204038,Dickeya_dadantii_reads_Spiked.fq,18893
562,Escherichia_coli_reads_Spiked.fq,14668
3467,Eschscholzia_reads_Spiked.fq,833
1267021,Frischella_reads_Spiked.fq,8456
7137,Galleria_mellonella_reads_Spiked.fq,20293
1196095,Gilliamella_apicola_reads_Spiked.fq,7892
1908521,Gilliamella_bombi_reads_Spiked.fq,1042
1798183,Gilliamella_intestini_reads_Spiked.fq,31846
442,Gluconobacter_reads_Spiked.fq,705
9606,Homo_sapiens_reads_Spiked.fq,8691
1218506,Lactobacillus_kimbladii_reads_Spiked.fq,41220
148814,Lactobacillus_kunkeii_reads_Spiked.fq,71050
1218492,Lactobacillus_mellifer_reads_Spiked.fq,6899
1218508,Lactobacillus_mellis_reads_Spiked.fq,34190
3871,Lupinus_angustifolius_reads_Spiked.fq,13738
3750,Malus_reads_Spiked.fq,2065
66812,Medicago_cretacea_reads_Spiked.fq,3188
3880,Medicago_truncatula_reads_Spiked.fq,1676
35231,Nosema_apis_reads_Spiked.fq,38052
40302,Nosema_ceranae_reads_Spiked.fq,36198
46240,Paenibacillus_apiarius_reads_Spiked.fq,1044
1792174,Paenibacillus_apis_reads_Spiked.fq,4
1792175,Paenibacillus_intestini_reads_Spiked.fq,37
22694,Papaver_orientale_reads_Spiked.fq,947
3469,Papaver_somniferum_reads_Spiked.fq,7420
1510841,Parasaccharibacter_apium_reads-t_Spiked.fq,1253
4102,Petunia_reads_Spiked.fq,3987
3349,Pinus_sylvestris_reads_Spiked.fq,283
3352,Pinus_taeda_reads_Spiked.fq,846
584,Proteus_mirabilis_reads_Spiked.fq,25809
3755,Prunus_dulcis_reads_Spiked.fq,3391
3760,Prunus_persica_reads_Spiked.fq,7271
225117,Pyrus_reads_Spiked.fq,2626
42906,Serratia_entomophila_reads_Spiked.fq,1914
615,Serratia_marcescens_reads_Spiked.fq,25630
138074,Serratia_symbiotica_reads_Spiked.fq,1583
382,Sinorhizobium_reads_Spiked.fq,2113
1196083,Snodgrassella_reads_Spiked.fq,15888
1239307,Sodalis_reads_Spiked.fq,16327
1282,Staphylococcus_epidermidis_reads_Spiked.fq,9633
3641,Theobroma_reads_Spiked.fq,20758
252130,Uruburuella_reads_Spiked.fq,33351
109461,Varroa_destructor_reads_Spiked.fq,1859
62625,Varroa_jacobsoni_reads_Spiked.fq,6295
1475057,Vespula_reads_Spiked.fq,1124
4577,Zea_reads_Spiked.fq,20290
