Taxonomic_ID,File_name,True_reads
205042,Acacia_reads_Spiked.fq,4370
7460,Apis_mellifera_associated_microvirus_Spiked.fq,145
2494788,Apis_mellifera_filamentous_virus_reads_Spiked.fq,6261
1100043,Apis_mellifera_genomovirus_reads_Spiked.fq,38
2563837,Apis_mellifera_reads_Spiked.fq,1884
4686,Asparagus_reads_Spiked.fq,3125
1423,Bacillus_subtilis_reads_Spiked.fq,13251
1686310,Bartonella_reads_Spiked.fq,11029
1684,Bifidobacterium_asteroides_Spiked.fq,1654
1691,Bifidobacterium_indicum_Spiked.fq,5500
30195,Bombus_reads_Spiked.fq,7398
69181,Brassica_cretica_Spiked.fq,2116
3711,Brassica_rapa_reads_Spiked.fq,1324
138072,Candidatus_hamiltonella_Spiked.fq,2195
3055,Chlamydomonas_reads_Spiked.fq,2222
2708,Citrus_limon_Spiked.fq,502
2711,Citrus_sinensis_reads_Spiked.fq,45474
479936,Comensalibacter_intestini_Spiked.fq,1539
204038,Dickeya_dadantii_reads_Spiked.fq,4735
562,Escherichia_coli_reads_Spiked.fq,2908
3467,Eschscholzia_reads_Spiked.fq,639
1267021,Frischella_reads_Spiked.fq,2031
7137,Galleria_mellonella_reads_Spiked.fq,15625
1196095,Gilliamella_apicola_reads_Spiked.fq,1988
1908521,Gilliamella_bombi_reads_Spiked.fq,347
1798183,Gilliamella_intestini_reads_Spiked.fq,8003
442,Gluconobacter_reads_Spiked.fq,247
9606,Homo_sapiens_reads_Spiked.fq,2546
1218506,Lactobacillus_kimbladii_reads_Spiked.fq,8222
148814,Lactobacillus_kunkeii_reads_Spiked.fq,15275
1218492,Lactobacillus_mellifer_reads_Spiked.fq,1694
1218508,Lactobacillus_mellis_reads_Spiked.fq,6826
3871,Lupinus_angustifolius_reads_Spiked.fq,6078
3750,Malus_reads_Spiked.fq,1211
66812,Medicago_cretacea_reads_Spiked.fq,789
3880,Medicago_truncatula_reads_Spiked.fq,721
35231,Nosema_apis_reads_Spiked.fq,11144
40302,Nosema_ceranae_reads_Spiked.fq,18212
46240,Paenibacillus_apiarius_reads_Spiked.fq,454
1792174,Paenibacillus_apis_reads_Spiked.fq,1
1792175,Paenibacillus_intestini_reads_Spiked.fq,8
22694,Papaver_orientale_reads_Spiked.fq,372
3469,Papaver_somniferum_reads_Spiked.fq,2028
1510841,Parasaccharibacter_apium_reads-t_Spiked.fq,249
4102,Petunia_reads_Spiked.fq,969
3349,Pinus_sylvestris_reads_Spiked.fq,84
3352,Pinus_taeda_reads_Spiked.fq,846
584,Proteus_mirabilis_reads_Spiked.fq,12985
3755,Prunus_dulcis_reads_Spiked.fq,1326
3760,Prunus_persica_reads_Spiked.fq,1895
225117,Pyrus_reads_Spiked.fq,1818
42906,Serratia_entomophila_reads_Spiked.fq,474
615,Serratia_marcescens_reads_Spiked.fq,6425
138074,Serratia_symbiotica_reads_Spiked.fq,477
382,Sinorhizobium_reads_Spiked.fq,427
1196083,Snodgrassella_reads_Spiked.fq,3191
1239307,Sodalis_reads_Spiked.fq,3273
1282,Staphylococcus_epidermidis_reads_Spiked.fq,3230
3641,Theobroma_reads_Spiked.fq,4448
252130,Uruburuella_reads_Spiked.fq,5068
109461,Varroa_destructor_reads_Spiked.fq,429
62625,Varroa_jacobsoni_reads_Spiked.fq,3374
1475057,Vespula_reads_Spiked.fq,267
4577,Zea_reads_Spiked.fq,40566
