Taxonomic_ID,File_name,True_reads
205042,Acacia_reads_Spiked.fq,4418
7460,Apis_mellifera_associated_microvirus_Spiked.fq,152
2494788,Apis_mellifera_filamentous_virus_reads_Spiked.fq,6261
1100043,Apis_mellifera_genomovirus_reads_Spiked.fq,40
2563837,Apis_mellifera_reads_Spiked.fq,1844
4686,Asparagus_reads_Spiked.fq,3130
1423,Bacillus_subtilis_reads_Spiked.fq,13211
1686310,Bartonella_reads_Spiked.fq,10946
1684,Bifidobacterium_asteroides_Spiked.fq,1645
1691,Bifidobacterium_indicum_Spiked.fq,5451
30195,Bombus_reads_Spiked.fq,7395
69181,Brassica_cretica_Spiked.fq,2120
3711,Brassica_rapa_reads_Spiked.fq,1334
138072,Candidatus_hamiltonella_Spiked.fq,2216
3055,Chlamydomonas_reads_Spiked.fq,2196
2708,Citrus_limon_Spiked.fq,502
2711,Citrus_sinensis_reads_Spiked.fq,45526
479936,Comensalibacter_intestini_Spiked.fq,1585
204038,Dickeya_dadantii_reads_Spiked.fq,4728
562,Escherichia_coli_reads_Spiked.fq,2890
3467,Eschscholzia_reads_Spiked.fq,641
1267021,Frischella_reads_Spiked.fq,2044
7137,Galleria_mellonella_reads_Spiked.fq,15639
1196095,Gilliamella_apicola_reads_Spiked.fq,1953
1908521,Gilliamella_bombi_reads_Spiked.fq,344
1798183,Gilliamella_intestini_reads_Spiked.fq,7997
442,Gluconobacter_reads_Spiked.fq,243
9606,Homo_sapiens_reads_Spiked.fq,2580
1218506,Lactobacillus_kimbladii_reads_Spiked.fq,8338
148814,Lactobacillus_kunkeii_reads_Spiked.fq,15225
1218492,Lactobacillus_mellifer_reads_Spiked.fq,1752
1218508,Lactobacillus_mellis_reads_Spiked.fq,6816
3871,Lupinus_angustifolius_reads_Spiked.fq,6070
3750,Malus_reads_Spiked.fq,1204
66812,Medicago_cretacea_reads_Spiked.fq,779
3880,Medicago_truncatula_reads_Spiked.fq,723
35231,Nosema_apis_reads_Spiked.fq,11148
40302,Nosema_ceranae_reads_Spiked.fq,18165
46240,Paenibacillus_apiarius_reads_Spiked.fq,437
1792174,Paenibacillus_apis_reads_Spiked.fq,1
1792175,Paenibacillus_intestini_reads_Spiked.fq,10
22694,Papaver_orientale_reads_Spiked.fq,383
3469,Papaver_somniferum_reads_Spiked.fq,2028
1510841,Parasaccharibacter_apium_reads-t_Spiked.fq,253
4102,Petunia_reads_Spiked.fq,965
3349,Pinus_sylvestris_reads_Spiked.fq,76
3352,Pinus_taeda_reads_Spiked.fq,846
584,Proteus_mirabilis_reads_Spiked.fq,12843
3755,Prunus_dulcis_reads_Spiked.fq,1342
3760,Prunus_persica_reads_Spiked.fq,1891
225117,Pyrus_reads_Spiked.fq,1836
42906,Serratia_entomophila_reads_Spiked.fq,476
615,Serratia_marcescens_reads_Spiked.fq,6497
138074,Serratia_symbiotica_reads_Spiked.fq,468
382,Sinorhizobium_reads_Spiked.fq,436
1196083,Snodgrassella_reads_Spiked.fq,3199
1239307,Sodalis_reads_Spiked.fq,3257
1282,Staphylococcus_epidermidis_reads_Spiked.fq,3219
3641,Theobroma_reads_Spiked.fq,4424
252130,Uruburuella_reads_Spiked.fq,5050
109461,Varroa_destructor_reads_Spiked.fq,436
62625,Varroa_jacobsoni_reads_Spiked.fq,3377
1475057,Vespula_reads_Spiked.fq,278
4577,Zea_reads_Spiked.fq,40370
